Group,Clustering_Score
Active (Stigmergic),0.4897680763983629
Active (Stigmergic),0.546875
Active (Stigmergic),0.4786501377410468
Active (Stigmergic),0.5027397260273972
Active (Stigmergic),0.5136612021857924
Active (Stigmergic),0.5250696378830083
Active (Stigmergic),0.5074224021592443
Active (Stigmergic),0.5161943319838057
Active (Stigmergic),0.5190995907230559
Active (Stigmergic),0.49865229110512127
Active (Stigmergic),0.49267643142476697
Active (Stigmergic),0.481266149870801
Active (Stigmergic),0.5125
Active (Stigmergic),0.5303225806451612
Active (Stigmergic),0.5067385444743935
Active (Stigmergic),0.49246575342465754
Active (Stigmergic),0.4866197183098592
Active (Stigmergic),0.49066666666666664
Active (Stigmergic),0.5314070351758794
Active (Stigmergic),0.5075966850828729
Active (Stigmergic),0.52832674571805
Active (Stigmergic),0.5073041168658698
Active (Stigmergic),0.5265200517464425
Active (Stigmergic),0.49420103092783507
Active (Stigmergic),0.5231481481481481
Active (Stigmergic),0.49867021276595747
Active (Stigmergic),0.5359394703656999
Active (Stigmergic),0.5034153005464481
Active (Stigmergic),0.48804780876494025
Active (Stigmergic),0.5301047120418848
Active (Stigmergic),0.504654255319149
Active (Stigmergic),0.5240384615384616
Active (Stigmergic),0.4940554821664465
Active (Stigmergic),0.503968253968254
Active (Stigmergic),0.48712737127371275
Active (Stigmergic),0.49594594594594593
Active (Stigmergic),0.47536617842876167
Active (Stigmergic),0.5228758169934641
Active (Stigmergic),0.4946949602122016
Active (Stigmergic),0.5327653997378768
Active (Stigmergic),0.4954068241469816
Active (Stigmergic),0.5078534031413613
Active (Stigmergic),0.5
Active (Stigmergic),0.47944297082228116
Active (Stigmergic),0.4945280437756498
Active (Stigmergic),0.5301775147928994
Active (Stigmergic),0.4835742444152431
Active (Stigmergic),0.5293742017879949
Active (Stigmergic),0.49087078651685395
Active (Stigmergic),0.5027322404371585
Active (Stigmergic),0.5100671140939598
Active (Stigmergic),0.4927916120576671
Active (Stigmergic),0.5129198966408268
Active (Stigmergic),0.5067567567567568
Active (Stigmergic),0.520434227330779
Active (Stigmergic),0.5060893098782138
Active (Stigmergic),0.49025069637883006
Active (Stigmergic),0.5152519893899205
Active (Stigmergic),0.5233160621761658
Active (Stigmergic),0.49932432432432433
Active (Stigmergic),0.5448460508701473
Active (Stigmergic),0.49293966623876767
Active (Stigmergic),0.49726027397260275
Active (Stigmergic),0.5203527815468114
Active (Stigmergic),0.5139257294429708
Active (Stigmergic),0.5033422459893048
Active (Stigmergic),0.5104602510460251
Active (Stigmergic),0.49932975871313673
Active (Stigmergic),0.5158102766798419
Active (Stigmergic),0.49796747967479676
Active (Stigmergic),0.52088772845953
Active (Stigmergic),0.48362892223738063
Active (Stigmergic),0.524390243902439
Active (Stigmergic),0.5396174863387978
Active (Stigmergic),0.5319001386962552
Active (Stigmergic),0.4931787175989086
Active (Stigmergic),0.5099734042553191
Active (Stigmergic),0.5271164021164021
